1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,class
0,7,3,4,0,20,4,12,0,2,0,39,3,2,0,1,1,2,8,4,2,4,39,3,35,1,0,16,4,0,17,37,33,1,1,0,5,8,21,1,4,0,0,8,1,1,5,3,2,5,0,0,2,3,5,1,1,4,0,12,0,0,2,3,18,4,1,1,3,0,1,3,1,1,2,0,2,21,1,9,5,0,3,8,0,2,1,2,17,0,7,1,1,0,10,1,2,0,0,7,0,5,4,3,1,1,3,2,1,12,6,0,2,0,1,3,2,2,2,6,7,1,0,4,4,1,1,1,0,13,0,3,32,3,1,12,1,3,11,2,8,3,1,1,2,1,2,3,132,1,4,22,1,9,0,0,5,14,1,3,4,3,0,9,0,19,1,0,0,3,12,5,0,0,1,1,4,2,2,4,1,3,0,0,6,1,1,3,0,0,2,3,3,4,0,0,1,3,0,54,0,16,1,3,4,1,1,1,4,2,5,3,2,11,8,2,0,0,0,2,1,4,92,2,0,2,0,2,1,1,5,1,5,16,2,2,56,4,1,2,3,0,3,0,2,1,4,0,0,3,0,1,0,0,5,F
1,35,4,6,1,52,15,31,3,9,24,90,8,6,1,1,2,8,16,12,5,11,134,2,81,0,11,39,6,1,65,125,59,6,7,0,8,11,64,1,6,5,1,23,1,5,11,3,5,5,2,14,14,1,11,4,5,5,0,18,5,0,6,11,38,4,2,2,16,6,2,7,8,15,7,1,3,56,12,8,14,2,5,29,1,2,7,3,65,2,20,3,5,1,9,9,3,1,28,12,1,16,4,2,3,0,4,6,37,47,13,2,3,2,8,6,2,5,7,23,10,4,8,2,12,7,1,10,4,21,6,5,100,7,4,29,2,24,19,2,23,5,4,5,6,5,9,7,318,3,5,98,7,15,3,1,3,13,3,5,6,16,10,6,8,43,7,3,1,7,47,10,0,4,21,2,3,3,8,5,7,0,1,5,9,0,6,2,5,2,1,4,14,7,2,0,3,7,1,138,3,44,4,25,6,1,2,7,1,3,3,0,8,37,16,5,8,0,0,6,2,29,240,1,13,5,0,4,3,5,47,7,10,21,7,2,135,8,7,2,12,2,9,2,8,7,4,1,4,4,8,4,3,5,13,M
0,0,0,1,1,6,2,6,3,1,0,7,1,2,0,0,1,0,2,1,2,1,10,0,11,0,0,7,3,0,7,9,8,0,2,0,0,0,13,2,2,0,1,3,0,0,1,0,0,2,0,0,0,0,1,0,1,0,0,4,0,0,0,1,5,0,1,0,2,0,1,0,1,1,0,0,0,4,2,1,0,0,0,2,1,0,0,1,7,1,3,0,1,1,2,2,0,0,1,1,0,3,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,2,2,0,0,1,1,0,2,0,1,3,2,1,3,2,1,5,0,8,1,1,0,2,0,1,1,39,1,1,13,2,4,1,0,0,0,0,2,3,2,1,0,0,6,2,0,0,1,1,2,0,0,3,1,0,0,0,0,2,0,0,0,2,2,0,2,0,0,2,0,1,1,2,0,0,1,0,18,0,8,1,2,0,0,0,2,1,0,0,5,0,1,0,0,1,0,1,2,0,0,25,0,2,1,0,1,0,0,6,3,0,2,1,0,19,0,1,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,2,F
6,2,1,0,1,2,1,2,0,1,0,9,0,1,1,0,0,2,1,1,1,0,25,1,9,0,2,1,10,0,16,23,16,2,5,4,2,0,7,1,1,0,1,3,1,2,1,1,2,0,1,2,1,0,2,0,1,2,0,0,0,0,1,0,8,1,1,1,0,1,0,1,3,1,1,0,0,3,0,1,1,1,0,3,1,1,1,0,16,0,0,0,1,0,3,1,1,1,8,0,2,1,0,0,0,0,0,0,8,1,3,3,2,0,0,0,0,3,0,5,3,1,0,1,1,1,0,0,1,8,0,0,2,0,1,1,1,0,14,0,8,0,3,1,1,0,0,1,35,0,0,16,4,3,0,2,0,4,0,0,10,1,1,0,0,8,5,3,1,0,1,2,0,0,1,0,0,2,2,0,0,0,0,0,2,0,0,1,0,0,0,1,0,2,0,0,0,2,0,13,1,2,1,3,1,1,0,0,0,0,0,0,2,5,0,4,0,0,0,0,1,2,42,0,1,0,4,0,0,1,2,0,0,2,1,1,18,0,1,1,3,0,2,0,1,1,1,0,0,0,1,0,5,0,1,F
0,7,0,2,2,5,5,1,1,2,0,36,3,2,1,0,2,1,1,0,2,0,29,0,4,0,0,7,5,0,13,29,18,1,2,0,0,1,11,0,4,0,2,5,1,0,4,0,4,1,0,1,0,4,6,1,2,1,0,2,1,0,1,2,6,1,0,2,2,0,0,0,2,0,3,0,2,21,0,0,3,2,1,10,0,0,2,1,13,2,2,3,0,1,5,2,0,2,1,1,2,4,2,3,4,4,1,1,3,3,10,5,0,0,0,3,0,4,0,7,8,0,0,3,3,2,0,1,1,8,0,1,9,5,2,2,0,3,11,0,10,2,0,2,0,2,1,0,61,3,1,15,1,2,2,2,0,0,1,0,5,0,0,0,1,16,2,2,1,4,3,1,0,0,5,0,0,0,3,1,1,0,2,2,1,0,3,1,0,0,3,0,0,1,0,1,2,1,0,21,0,4,1,7,0,0,0,0,0,2,0,4,3,9,2,0,0,0,0,4,1,6,60,0,1,1,0,0,0,0,8,5,4,5,0,0,23,0,0,0,4,0,0,0,0,0,2,0,2,1,1,0,1,0,1,M
6,6,0,1,3,12,1,4,3,0,0,13,7,6,0,1,2,0,2,2,3,1,55,0,11,0,2,10,14,0,33,55,21,1,14,5,1,1,21,1,1,0,3,18,4,0,0,0,3,0,2,2,1,1,1,1,0,0,0,4,0,0,0,1,6,0,1,0,4,0,0,0,2,2,1,0,0,7,1,6,5,0,1,3,0,0,1,2,33,2,0,2,7,3,3,0,0,3,10,2,3,0,3,0,2,1,1,0,11,1,1,4,3,1,0,2,0,3,1,4,2,0,0,4,4,1,0,0,0,8,0,2,3,2,6,12,0,0,23,1,26,1,1,1,0,0,0,0,53,2,2,38,6,1,0,3,0,5,1,0,14,2,1,0,4,13,14,0,0,1,1,4,0,0,5,1,0,2,1,2,0,0,1,0,4,0,0,0,2,0,6,0,0,5,0,3,1,6,6,20,0,6,1,2,1,1,1,0,1,0,0,1,1,4,0,1,0,0,0,1,1,4,88,1,2,0,5,0,0,1,5,5,2,4,1,0,45,1,7,0,9,0,0,1,1,2,1,0,0,1,0,2,7,0,1,F
0,3,0,0,1,2,1,2,0,0,3,12,1,1,0,1,1,1,3,3,0,0,14,0,8,0,1,8,1,0,7,13,17,0,0,0,0,1,11,1,0,0,1,3,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,2,4,0,0,0,3,1,1,0,2,1,0,0,0,4,0,0,1,0,0,3,0,0,1,2,7,0,1,0,0,1,2,0,0,2,3,0,1,3,1,1,1,0,0,1,3,6,1,2,0,1,1,1,2,0,0,1,1,1,5,0,1,1,1,1,2,7,0,0,14,0,1,2,1,2,3,0,2,0,0,0,0,1,1,0,33,0,3,14,0,0,0,1,0,0,1,0,1,4,1,3,1,6,0,0,0,1,6,1,0,0,2,0,2,0,1,0,0,0,0,0,0,1,2,1,0,0,0,1,2,1,0,0,1,2,0,13,0,5,0,2,0,1,0,5,0,0,0,0,1,3,2,2,1,0,3,0,2,3,33,0,2,2,0,1,1,0,6,1,2,1,1,0,13,0,0,0,3,0,0,1,2,1,0,0,0,0,0,0,0,0,0,F
0,33,6,7,4,33,7,22,1,5,3,48,1,6,3,1,0,8,11,3,7,9,92,3,56,0,3,14,14,1,31,91,53,3,6,6,10,5,51,3,6,3,3,18,3,5,3,4,1,2,1,4,8,2,15,0,3,6,0,15,6,0,3,3,18,4,2,3,9,3,1,11,1,3,9,1,0,24,3,4,7,3,6,11,0,3,7,5,31,2,6,1,5,5,5,4,4,2,3,13,2,9,7,0,1,12,0,5,4,9,19,3,3,1,5,1,3,1,3,17,18,3,5,6,6,7,1,0,1,31,2,1,31,5,4,18,1,5,28,3,27,6,5,3,8,6,2,1,238,1,3,41,9,19,1,2,1,13,1,2,14,15,0,0,0,34,6,2,3,12,9,7,0,2,2,7,3,4,10,3,0,0,0,1,7,1,3,6,1,4,4,4,5,5,0,3,1,3,4,84,2,30,5,8,7,1,0,10,5,0,1,18,10,31,6,0,0,0,2,4,5,30,189,0,5,4,6,0,0,1,15,1,10,19,3,3,91,6,5,0,19,0,5,2,2,4,4,0,2,3,2,0,10,3,1,M
3,16,4,6,2,16,6,15,3,4,1,61,3,3,3,0,0,1,1,0,3,3,79,1,39,0,2,0,13,4,30,77,53,2,8,1,8,2,9,8,4,1,2,17,0,1,3,4,3,3,0,3,1,2,18,2,1,5,0,5,0,0,1,4,15,5,0,5,0,2,0,6,6,4,5,4,0,31,0,6,6,4,1,12,0,0,8,9,30,0,6,1,6,5,7,2,0,2,5,6,1,0,4,0,1,0,2,1,7,7,26,3,5,0,5,0,1,11,4,9,9,0,4,0,5,8,0,1,2,24,0,0,15,12,4,13,1,0,31,3,15,3,2,1,2,0,4,2,136,2,0,39,6,9,0,1,6,9,1,0,13,1,3,3,5,31,8,3,3,5,7,4,0,1,3,1,3,0,12,0,1,5,2,2,2,0,3,2,0,2,7,5,0,2,2,0,1,0,5,67,0,24,1,10,6,0,1,4,2,0,6,0,12,13,3,3,1,0,0,8,5,12,137,2,2,0,1,0,0,1,11,3,8,10,1,0,78,0,6,0,18,0,1,3,0,4,3,2,2,0,1,0,6,1,3,M
8,29,8,9,5,39,4,48,2,1,14,66,8,17,2,3,1,12,23,22,2,14,151,3,102,0,8,42,21,3,75,145,72,8,8,5,10,17,75,5,12,0,4,40,4,10,5,0,3,6,3,8,15,4,12,5,9,7,0,21,2,0,0,9,31,7,9,4,4,4,5,12,6,4,4,3,6,35,10,13,12,4,10,18,0,5,10,6,75,4,12,2,1,5,7,11,6,3,26,17,5,15,4,2,2,2,6,5,31,45,16,6,5,4,3,12,3,4,12,38,15,0,5,6,9,10,0,1,7,20,4,8,95,8,0,31,0,10,28,5,17,7,13,3,5,2,9,6,309,3,8,72,16,22,5,5,5,10,1,8,21,13,2,15,1,55,8,1,2,13,45,15,0,2,2,1,4,5,12,1,3,0,1,1,13,0,4,5,6,1,0,0,6,4,0,13,1,5,5,137,1,62,1,15,7,8,3,5,12,6,5,4,12,45,13,2,1,0,3,6,3,23,259,2,13,5,5,6,0,1,25,2,6,19,10,4,161,3,3,5,25,0,13,1,4,6,9,1,4,1,5,0,6,6,8,F
2,5,1,5,1,10,1,5,2,1,0,25,2,0,1,1,1,0,10,9,1,0,36,1,18,0,0,4,9,1,19,35,40,3,3,5,3,4,39,0,4,0,0,4,1,0,4,1,3,0,2,0,1,3,3,1,1,5,0,2,0,0,0,0,12,3,0,2,5,1,0,1,1,2,1,1,2,11,0,4,2,2,0,2,0,3,3,4,19,0,4,0,0,1,3,1,1,2,3,1,2,0,2,0,0,3,1,3,3,6,6,4,1,0,3,1,1,5,4,8,3,1,3,2,1,3,1,0,1,15,0,1,17,4,1,17,0,0,17,1,11,3,0,1,4,0,0,1,95,1,1,18,1,8,0,2,2,3,0,1,9,3,0,0,0,20,3,2,1,4,6,3,0,1,0,3,2,0,4,0,0,1,2,0,5,0,0,2,0,0,1,1,0,1,2,2,0,1,4,26,1,7,1,0,3,2,1,3,0,2,3,3,4,10,8,0,0,0,0,4,4,3,93,2,1,0,5,0,1,1,1,0,2,7,0,1,46,0,0,2,11,0,3,1,0,2,3,3,4,0,0,1,6,7,1,M
6,30,6,11,2,44,5,20,5,2,20,54,5,15,1,0,0,4,1,0,3,9,138,3,54,0,11,1,20,3,76,136,54,2,6,8,8,8,19,3,8,1,6,31,2,4,5,2,12,9,1,14,9,2,12,2,4,5,0,17,2,0,2,4,47,5,0,1,2,2,0,6,5,8,3,3,5,29,0,8,11,1,2,11,2,0,9,2,76,1,19,3,2,10,8,4,2,3,29,12,3,1,6,1,4,0,2,19,35,50,13,4,0,3,6,0,1,17,15,18,16,0,13,2,10,9,0,1,1,22,0,0,82,7,3,18,3,12,29,1,15,7,4,1,4,3,4,1,240,2,0,84,9,14,0,3,4,9,2,2,20,13,2,6,13,60,6,1,1,33,50,17,0,4,6,8,1,7,10,4,3,3,1,3,7,2,6,1,0,5,2,2,8,8,3,0,2,2,4,74,0,27,3,10,6,0,0,12,6,7,4,0,10,26,16,3,5,0,0,4,4,27,209,1,11,0,8,0,0,0,36,4,6,15,1,2,128,4,3,0,10,0,3,4,0,5,1,1,2,4,5,1,8,3,4,M
0,6,1,0,2,7,0,5,1,0,0,22,3,0,0,1,1,0,6,2,3,3,13,0,12,0,1,12,2,0,4,11,7,0,1,0,1,1,18,1,1,0,0,1,0,0,0,2,0,0,1,2,1,2,1,0,0,3,0,2,0,0,0,2,8,3,2,0,2,0,1,2,2,1,0,0,0,11,0,3,1,0,2,8,0,0,0,0,4,1,2,0,1,1,0,1,1,0,1,4,0,6,0,0,0,0,0,4,3,0,1,0,0,2,1,2,0,1,1,2,1,1,0,1,1,0,1,1,1,7,0,2,5,1,0,5,0,0,3,0,5,0,0,0,0,0,0,3,63,1,1,20,0,3,2,0,0,0,1,1,2,0,0,0,3,5,1,1,0,7,0,0,0,1,2,0,0,0,0,0,1,4,2,0,5,0,2,2,2,1,1,3,0,0,1,0,1,1,1,22,1,7,0,3,0,2,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,4,29,0,3,2,0,2,0,0,11,0,0,5,3,0,21,0,1,0,4,0,2,0,4,0,2,0,0,0,3,0,1,0,5,F
1,8,1,1,2,6,1,3,0,0,0,8,3,4,3,0,2,0,0,0,0,0,31,0,5,0,0,12,4,3,11,30,25,0,1,2,0,0,3,0,0,0,1,10,1,0,2,0,2,1,1,0,2,0,3,1,0,2,0,2,0,0,0,1,5,2,0,3,0,0,0,1,0,2,4,3,0,5,3,0,5,3,0,3,0,0,2,0,11,1,1,1,2,2,0,1,1,2,1,0,2,4,2,1,1,0,1,1,3,6,6,2,0,2,1,3,0,3,1,5,1,0,2,3,2,2,0,0,1,10,1,2,9,0,1,5,0,0,6,0,5,0,0,1,1,0,1,0,34,0,1,13,1,1,2,2,4,1,0,0,4,2,1,3,1,8,1,0,3,1,6,3,0,0,1,0,0,1,5,2,0,0,0,1,0,0,0,0,0,1,1,1,0,2,0,0,0,0,1,13,0,4,0,3,0,0,1,2,1,0,4,0,5,9,1,1,0,0,0,0,3,5,46,0,1,0,2,0,0,0,2,1,1,1,1,1,23,0,2,0,12,0,0,1,1,0,0,0,0,1,1,0,2,0,2,F
1,1,0,3,1,3,1,2,1,0,0,15,0,1,0,2,2,1,2,2,1,0,16,0,9,0,0,11,3,0,9,16,15,0,5,2,2,0,11,1,1,0,0,5,0,1,1,1,2,0,0,0,0,2,2,1,1,0,0,1,0,0,0,0,5,0,1,1,2,0,0,0,1,2,1,0,1,7,0,1,1,0,1,2,0,0,2,0,9,3,1,2,0,0,0,1,0,1,2,1,1,6,3,2,2,1,1,0,2,0,3,2,0,3,0,1,0,2,1,1,3,0,2,0,0,2,2,1,2,7,0,0,2,3,3,6,0,0,5,0,7,1,0,0,0,0,0,1,37,0,2,10,0,0,1,1,0,0,2,0,3,0,1,0,0,8,5,1,0,0,0,1,0,0,2,0,0,1,3,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,2,0,2,15,0,3,1,2,2,0,1,2,0,1,0,2,3,4,0,2,1,0,1,0,1,0,29,0,0,1,2,1,0,0,2,2,0,1,1,0,19,0,0,0,3,0,0,0,1,1,1,0,0,0,0,0,3,0,2,M
